name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor
Helliweg,,Helliweg,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Helly,,Helly,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Helya,,Helya,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Hendry Bracken,,Hendry Bracken,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,1
Henly (House Ashford),Henly (Maester),Henly (House Ashford),None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Ashford,Unknown,0
Hibald,,Hibald,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
High Sparrow,High Sparrow,High Sparrow,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,0
Hobb,Hobb,Hobb,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Hod,Hod,Hod,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Hoke,,Hoke,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Hop-Robin,Hop-Robin,Hop-Robin,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Hosman Norcross,,Hosman Norcross,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Delena Florent,House Norcross,Unknown,1
Hosteen Frey,Hosteen Frey,Hosteen Frey,None,1,1,0,1,0,Unknown,Unknown,Unknown,Bellena Hawick,House Frey,Unknown,0
Hoster Frey,,Hoster Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Hot Pie,Hot Pie,Hot Pie,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Hubard Rambton,Hubard Rambton,Hubard Rambton,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Rambton,Unknown,0
Hugh Beesbury,,Hugh Beesbury,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Beesbury,Unknown,1
Hugh Hammer,,Hugh Hammer,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Blacks,Unknown,1
Hugo Vance,Hugo Vance,Hugo Vance,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Vance of Atranta,Unknown,0
Humfrey Beesbury,,Humfrey Beesbury,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Beesbury,Unknown,1
Humfrey Clifton,,Humfrey Clifton,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Clifton,Unknown,1
Humfrey Hardyng,,Humfrey Hardyng,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Hardyng,Unknown,1
Humfrey Hewett,,Humfrey Hewett,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hewett,Unknown,1
Humfrey Swyft,Humfrey Swyft,Humfrey Swyft,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Swyft,Unknown,0
Humfrey Wagstaff,,Humfrey Wagstaff,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Wagstaff,Unknown,1
Hunnimore,,Hunnimore,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Husband,Husband,Husband,None,0,1,0,1,0,Unknown,Unknown,Unknown,Sharna,Unknown,Unknown,0
Hyle Hunt,Hyle Hunt,Hyle Hunt,None,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Hunt,Unknown,0
Igon Vyrwel,,Igon Vyrwel,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vyrwel,Unknown,1
Illifer,,Illifer,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Imry Florent,Imry Florent,Imry Florent,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Florent,Unknown,0
Iron Emmett,Iron Emmett,,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Ironbelly,,Ironbelly,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Ithoke,Ithoke,,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Jacelyn Bywater,Jacelyn Bywater,Jacelyn Bywater,House Lannister,1,0,1,0,0,Unknown,Unknown,Unknown,Unknown,House Bywater,Unknown,0
Jack Bulwer,Jack Bulwer,,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Jack-Be-Lucky,Jack-Be-Lucky,Jack-Be-Lucky,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood without banners,Unknown,0
Jaehaerys I Targaryen,,Jaehaerys I Targaryen,Unknown,1,1,0,0,1,Unknown,Alyssa Velaryon,Aenys I Targaryen,Unknown,House Targaryen,Aemon Targaryen,1
Jaehaerys II Targaryen,,Jaehaerys II Targaryen,Unknown,1,1,0,0,0,Unknown,Betha Blackwood,Aegon V Targaryen,Unknown,House Targaryen,Aerys II Targaryen,1
Jaehaerys Targaryen (son of Aegon II),,Jaehaerys Targaryen (son of Aegon II),Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Targaryen,Unknown,1
Jafer Flowers,,Jafer Flowers,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Jaime Frey,,Jaime Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Jammos Frey,,Jammos Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Sallei Paege,House Frey,Unknown,1
Janei Lannister,,Janei Lannister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Janna Tyrell,Janna Tyrell,Janna Tyrell,House Tyrell,1,0,1,1,0,Unknown,Unknown,Unknown,Jon Fossoway,House Tyrell,Unknown,0
Janos Slynt,Janos Slynt,Janos Slynt,None,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Jaqen H'ghar,Jaqen H'ghar,Jaqen H'ghar,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faceless Men,Unknown,0
Jared Frey,Jared Frey,Jared Frey,None,1,1,0,0,0,Unknown,Unknown,Unknown,Alys Frey,House Frey,Unknown,0
Jaremy Rykker,Jaremy Rykker,Jaremy Rykker,Night's Watch,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Jarman Buckwell,Jarman Buckwell,,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Jason Lannister,,Jason Lannister,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Johanna Lannister,House Lannister,Unknown,1
Jasper Arryn,,Jasper Arryn,Unknown,1,1,0,1,1,Unknown,Unknown,Unknown,Unknown,House Arryn,Unknown,1
Jasper Waynwood,,Jasper Waynwood,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Waynwood,Unknown,1
Jasper Wylde,,Jasper Wylde,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Wylde,Unknown,1
Jate,Jate,Jate,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Jate Blackberry,Jate Blackberry,Jate Blackberry,House Baratheon,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Blackberry,Unknown,0
Jayde,,Jayde,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Chataya's brothel,Unknown,1
Jayne Bracken,,Jayne Bracken,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,1
Jeffory Mallister,,Jeffory Mallister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Mallister,Unknown,1
Jeffory Norcross,,Jeffory Norcross,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Norcross,Unknown,1
Jeren,Jeren,Jeren,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Jeyne Beesbury,,Jeyne Beesbury,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Rhaegar Frey,House Beesbury,Unknown,1
Jeyne Fossoway,,Jeyne Fossoway,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Gunthor Hightower,House Fossoway of New Barrel,Unknown,1
Jeyne Goodbrook,,Jeyne Goodbrook,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Goodbrook,Unknown,1
Jeyne Heddle,,Jeyne Heddle,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood Without Banners,Unknown,1
Jeyne Lothston,,Jeyne Lothston,Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Unknown,House Lothston,Unknown,1
Jeyne Lydden,,Jeyne Lydden,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Stevron Frey,House Lydden,Unknown,1
Jeyne Rivers,,Jeyne Rivers,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Jeyne Swann,,Jeyne Swann,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Swann,Unknown,1
Jeyne Westerling (wife of Maegor I),,Jeyne Westerling (wife of Maegor I),Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Alyn Tarbeck,House Westerling,Unknown,1
Jhezane,Jhezane,,None,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Joanna Swyft,,Joanna Swyft,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Swyft,Unknown,1
Jocelyn Swyft,Jocelyn Swyft,Jocelyn Swyft,House Lannister,1,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Swyft,Unknown,0
Jodge,Jodge,Jodge,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Joffrey Baratheon,Joffrey Baratheon,Joffrey Baratheon,House Lannister,1,1,1,0,1,Unknown,Cersei Lannister,Robert Baratheon,Sansa Stark,House Lannister,Tommen Baratheon,0
Joffrey Caswell,,Joffrey Caswell,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Caswell,Unknown,1
Joffrey Lonmouth,,Joffrey Lonmouth,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Lonmouth,Unknown,1
Johanna Swann,,Johanna Swann,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Swann,Unknown,1
Jommy,Jommy,Jommy,House Baratheon,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon,Unknown,0
Jon Bettley,Jon Bettley,Jon Bettley,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Bettley,Unknown,0
Jon Brax,,Jon Brax,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Brax,Unknown,1
Jon Bulwer,,Jon Bulwer,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Victaria Tyrell,House Bulwer,Unknown,1
Jon Cupps,,Jon Cupps,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Leyla Hightower,House Cupps,Unknown,1
Jon Heddle,,Jon Heddle,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Heddle,Unknown,1
Jon Hollard,,Jon Hollard,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hollard,Unknown,1
Jon Lynderly,,Jon Lynderly,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lynderly,Unknown,1
Jon Penny,,Jon Penny,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Penny,Unknown,1
Jon Penrose,,Jon Penrose,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Penrose,Unknown,1
Jon Pox,,Jon Pox,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Jon Vance,,Jon Vance,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Jon Waters,,Jon Waters,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Jon Wylde,,Jon Wylde,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Elyana Vypren,House Wylde,Unknown,1
Jonelle Cerwyn,Jonelle Cerwyn,,House Stark,1,0,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Jonnel Stark,,Jonnel Stark,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Robyn Ryswell,House Stark,Unknown,1
Jonos Bracken,Jonos Bracken,Jonos Bracken,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,0
Jonos Frey,,Jonos Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Jonothor Darry,,Jonothor Darry,Unknown,1,1,0,0,1,Unknown,Unknown,Unknown,Unknown,House Darry,Unknown,1
Jorgen,,Jorgen,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Webber,Unknown,1
Jorquen,,Jorquen,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Joseran,Joseran,Joseran,House Greyjoy,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Joseth,Joseth,Joseth,House Stark,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Stark,Unknown,0
Joseth Mallister,,Joseth Mallister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Mallister,Unknown,1
Josmyn Peckledon,Josmyn Peckledon,Josmyn Peckledon,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Peckledon,Unknown,0
Joss,Joss,Joss,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Joss Stilwood,Joss Stilwood,Joss Stilwood,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Clegane,Unknown,0
Josua Willum,Josua Willum,Josua Willum,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Willum,Unknown,0
Joth Quickbow,,Joth Quickbow,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Jothos Slynt,Jothos Slynt,Jothos Slynt,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Slynt,Unknown,0
Joy Hill,,Joy Hill,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Joyeuse Erenford,Joyeuse Erenford,Joyeuse Erenford,None,1,0,0,1,0,Unknown,Unknown,Unknown,Walder Frey,House Erenford,Unknown,0
Jurne,,Jurne,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Justin Massey,Justin Massey,Justin Massey,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Massey,Unknown,0
Jyanna Frey,,Jyanna Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Benfrey Frey,House Frey,Unknown,1
Jyck,Jyck,Jyck,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Jyzene,,Jyzene,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Kaeth,,Kaeth,Unknown,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Karyl Vance,Karyl Vance,Karyl Vance,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Vance of Wayfarer's Rest,Unknown,0
Kedge Whiteye,Kedge Whiteye,Kedge Whiteye,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Kedry,,Kedry,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Kegs,,Kegs,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Kella,Kella,Kella,None,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Baelish,Unknown,0
Kennos of Kayce,Kennos of Kayce,Kennos of Kayce,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Kenning of Kayce,Unknown,0
Kerwin,Kerwin,,House Tyrell,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Ketter,Ketter,Ketter,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Kevan Lannister,Kevan Lannister,Kevan Lannister,House Lannister,1,1,1,0,1,Unknown,Unknown,Unknown,Dorna Swyft,House Lannister,Unknown,0
Kindly man,Kindly man,,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Kirby Pimm,,Kirby Pimm,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Kirth Vance,,Kirth Vance,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vance of Atranta,Unknown,1
Koss,Koss,Koss,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Kurleket,Kurleket,Kurleket,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,0
Kurz,Kurz,Kurz,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Kyle,,Kyle,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Kyle (brotherhood),Kyle (Banners),Kyle (brotherhood),None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Brotherhood without banners,Unknown,0
Kyle Condon,,Kyle Condon,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Condon,Unknown,1
Kyle Royce,,Kyle Royce,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Royce,Unknown,1
Kym,,Kym,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Kyra,Kyra,Kyra,House Stark,0,0,1,0,0,Unknown,Unknown,Unknown,Unknown,House Stark,Unknown,0
Kyra Frey,,Kyra Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Garse Goodbrook,House Frey,Unknown,1
Lady of the Leaves,Lady of the Leaves,Lady of the Leaves,None,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lambert Turnberry,Lambert Turnberry,Lambert Turnberry,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Turnberry,Unknown,0
Lamprey,Lamprey,Lamprey,House Baratheon,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon of Dragonstone,Unknown,0
Lancel Lannister,Lancel Lannister,Lancel Lannister,House Lannister,1,1,1,1,1,Unknown,Unknown,Unknown,Amerei Frey,House Lannister of Casterly Rock,Unknown,0
Lancel V Lannister,,Lancel V Lannister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Lann the Clever,,Lann the Clever,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Lanna,,Lanna,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lanna Lannister,,Lanna Lannister,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Antario Jast,House Lannister,Unknown,1
Larys Strong,,Larys Strong,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Strong,Unknown,1
Layna,,Layna,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Leana Frey,,Leana Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Left Hand Lew,Left Hand Lew,Left Hand Lew,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Lem,Lem,Lem,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood without banners,Unknown,0
Lem (Standfast),,Lem (Standfast),Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Osgrey,Unknown,1
Lennocks,Lennocks,Lennocks,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Leo Blackbar,,Leo Blackbar,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Olene Tyrell,House Blackbar,Unknown,1
Leo Lefford,Leo Lefford,Leo Lefford,House Lannister,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Lefford,Unknown,0
Leo Tyrell (son of Victor),,Leo Tyrell (son of Victor),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Alys Beesbury,House Tyrell,Unknown,1
Leona Tyrell,,Leona Tyrell,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,1
Leona Woolfield,Leona Woolfield,Leona Woolfield,House Stark,1,0,1,1,0,Unknown,Unknown,Unknown,Wylis Manderly,House Woolfield,Unknown,0
Leonella Lefford,,Leonella Lefford,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Lothar Frey,House Lefford,Unknown,1
Leonette Fossoway,Leonette Fossoway,Leonette Fossoway,House Tyrell,1,0,1,1,0,Unknown,Unknown,Unknown,Garlan Tyrell,House Fossoway,Unknown,0
Leslyn Haigh,,Leslyn Haigh,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Perriane Frey,House Haigh,Unknown,1
Lester,,Lester,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Lester Morrigen,,Lester Morrigen,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Morrigen,Unknown,1
Lewis Lanster,Lewis Lanster,Lewis Lanster,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Windblown,Unknown,0
Lewys Lydden,Lewys Lydden,Lewys Lydden,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Lydden,Unknown,0
Lewys the Fishwife,,Lewys the Fishwife,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon of Dragonstone,Unknown,1
Leyla Hightower,,Leyla Hightower,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Jon Cupps,House Hightower,Unknown,1
Leyton Hightower,,Leyton Hightower,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Rhea Florent,House Hightower,Unknown,1
Lharys,Lharys,Lharys,House Stark,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,0
Lia Serry,,Lia Serry,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Theodore Tyrell,House Serry,Unknown,1
Liane Vance,,Liane Vance,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vance of Wayfarer's Rest,Unknown,1
Likely Luke,,Likely Luke,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood Without Banners,Unknown,1
Lister,,Lister,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lollys Stokeworth,Lollys Stokeworth,Lollys Stokeworth,House Lannister,1,0,1,1,1,Unknown,Unknown,Unknown,Bronn,House Stokeworth,Unknown,0
Lommy,Lommy,,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lomys,,Lomys,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Long Lew,,Long Lew,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tully,Unknown,1
Lorcas,Lorcas,Lorcas,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lord Cafferen,,Lord Cafferen,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Cafferen,Unknown,1
Lord Caswell,,Lord Caswell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Caswell,Unknown,1
Lord Commander Hoare,,Lord Commander Hoare,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hoare,Unknown,1
Lord Commander Qorgyle,,Lord Commander Qorgyle,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Qorgyle,Unknown,1
Lord Staunton,,Lord Staunton,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Staunton,Unknown,1
Lorent Caswell,Lorent Caswell,,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lorent Lorch,,Lorent Lorch,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lorch,Unknown,1
Lorent Tyrell,,Lorent Tyrell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,1
Lorimer,,Lorimer,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Lefford,Unknown,1
Lorren,Lorren,Lorren,House Greyjoy,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Lothar,,Lothar,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lothar Mallery,,Lothar Mallery,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Mallery,Unknown,1
Lothor Brune,Lothor Brune,Lothor Brune,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Brune of Brownhollow,Unknown,0
Lucamore Strong,,Lucamore Strong,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Strong,Unknown,1
Lucan,Lucan,Lucan,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Whent,Unknown,0
Lucantine Woodwright,,Lucantine Woodwright,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lucas Blackwood,Lucas Blackwood,Lucas Blackwood,House Tully,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Blackwood,Unknown,0
Lucas Corbray,,Lucas Corbray,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Corbray,Unknown,1
Lucas Inchfield,,Lucas Inchfield,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Inchfield,Unknown,1
Lucas Nayland,,Lucas Nayland,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Nayland,Unknown,1
Lucas Roote,,Lucas Roote,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Roote,Unknown,1
Lucas Tyrell,,Lucas Tyrell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,1
Luceon Frey,,Luceon Frey,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Lucias Vypren,Lucias Vypren,Lucias Vypren,None,1,1,0,1,0,Unknown,Unknown,Unknown,Lythene Frey,House Vypren,Unknown,0
